scheme_code,date,nav
119835,2013-05-03,57.9006
119835,2013-05-06,58.1479
119835,2013-05-07,58.5826
119835,2013-05-08,58.6713
119835,2013-05-09,58.6295
119835,2013-05-10,58.897
119835,2013-05-13,58.2266
119835,2013-05-14,58.5511
119835,2013-05-15,59.4747
119835,2013-05-16,59.8246
119835,2013-05-17,60.1481
119835,2013-05-20,60.0026
119835,2013-05-21,59.8015
119835,2013-05-22,59.5553
119835,2013-05-23,58.2498
119835,2013-05-24,58.3491
119835,2013-05-27,58.8085
119835,2013-05-28,59.0734
119835,2013-05-29,58.7973
119835,2013-05-30,58.8746
119835,2013-05-31,58.0377
119835,2013-06-03,57.9626
119835,2013-06-04,57.891
119835,2013-06-05,57.8865
119835,2013-06-06,57.7668
119835,2013-06-07,57.3499
119835,2013-06-10,56.9817
119835,2013-06-11,55.9655
119835,2013-06-12,55.6278
119835,2013-06-13,55.2236
119835,2013-06-14,56.1698
119835,2013-06-17,56.4216
119835,2013-06-18,56.1264
119835,2013-06-19,56.1967
119835,2013-06-20,54.8261
119835,2013-06-21,54.6463
119835,2013-06-24,53.8316
119835,2013-06-25,53.7693
119835,2013-06-26,53.5154
119835,2013-06-27,54.1014
119835,2013-06-28,55.2193
119835,2013-07-01,55.8999
119835,2013-07-02,55.686
119835,2013-07-03,54.6992
119835,2013-07-04,54.9864
119835,2013-07-05,55.1458
119835,2013-07-08,54.7074
119835,2013-07-09,54.941
119835,2013-07-10,54.7463
119835,2013-07-11,55.5035
119835,2013-07-12,56.0092
119835,2013-07-15,56.3475
119835,2013-07-16,55.5358
119835,2013-07-17,55.2189
119835,2013-07-18,55.8671
119835,2013-07-19,55.615
119835,2013-07-22,55.3662
119835,2013-07-23,55.7515
119835,2013-07-24,54.7258
119835,2013-07-25,54.2076
119835,2013-07-26,53.949
119835,2013-07-29,53.4966
119835,2013-07-30,52.8369
119835,2013-07-31,52.3867
119835,2013-08-01,52.0675
119835,2013-08-02,51.8572
119835,2013-08-05,51.7638
119835,2013-08-06,50.4158
119835,2013-08-07,50.3871
119835,2013-08-08,50.7392
119835,2013-08-12,51.1382
119835,2013-08-13,51.7865
119835,2013-08-14,52.2714
119835,2013-08-16,50.6037
119835,2013-08-19,49.6932
119835,2013-08-20,49.6482
119835,2013-08-21,49.2219
119835,2013-08-22,49.8022
119835,2013-08-23,50.1955
119835,2013-08-26,50.2502
119835,2013-08-27,48.9289
119835,2013-08-28,48.6129
119835,2013-08-29,49.3388
119835,2013-08-30,49.6957
119835,2013-09-02,50.2276
119835,2013-09-03,48.8589
119835,2013-09-04,49.4464
119835,2013-09-05,50.4484
119835,2013-09-06,51.0425
119835,2013-09-10,52.2791
119835,2013-09-11,52.4489
119835,2013-09-12,52.2244
119835,2013-09-13,52.0233
119835,2013-09-16,52.1041
119835,2013-09-17,52.2913
119835,2013-09-18,52.6281
119835,2013-09-19,53.8705
119835,2013-09-20,53.4603
119835,2013-09-23,52.671
119835,2013-09-24,52.5818
119835,2013-09-25,52.4159
119835,2013-09-26,52.5393
119835,2013-09-27,52.5355
119835,2013-09-30,51.9846
119835,2013-10-01,52.321
119835,2013-10-03,53.0442
119835,2013-10-04,53.0668
119835,2013-10-07,53.2057
119835,2013-10-08,53.2864
119835,2013-10-09,53.8344
119835,2013-10-10,54.0812
119835,2013-10-11,54.603
119835,2013-10-14,54.7241
119835,2013-10-15,54.5644
119835,2013-10-17,54.3705
119835,2013-10-18,55.268
119835,2013-10-21,55.361
119835,2013-10-22,55.4519
119835,2013-10-23,55.2605
119835,2013-10-24,55.2532
119835,2013-10-25,55.1896
119835,2013-10-28,54.9517
119835,2013-10-29,55.7027
119835,2013-10-30,55.8631
119835,2013-10-31,56.2233
119835,2013-11-01,56.4336
119835,2013-11-05,56.4805
119835,2013-11-06,56.2918
119835,2013-11-07,56.0012
119835,2013-11-08,55.6343
119835,2013-11-11,55.3098
119835,2013-11-12,54.9229
119835,2013-11-13,54.6714
119835,2013-11-14,55.1357
119835,2013-11-18,56.0348
119835,2013-11-19,56.2181
119835,2013-11-20,55.7823
119835,2013-11-21,54.9786
119835,2013-11-22,55.0667
119835,2013-11-25,55.9864
119835,2013-11-26,55.6206
119835,2013-11-27,55.6621
119835,2013-11-28,55.8716
119835,2013-11-29,56.517
119835,2013-12-02,57.0184
119835,2013-12-03,56.9974
119835,2013-12-04,56.8293
119835,2013-12-05,57.4371
119835,2013-12-06,57.624
119835,2013-12-09,58.0587
119835,2013-12-10,57.8189
119835,2013-12-11,57.6865
119835,2013-12-12,57.26
119835,2013-12-13,56.6559
119835,2013-12-16,56.7345
119835,2013-12-17,56.7243
119835,2013-12-18,57.2189
119835,2013-12-19,57.0732
119835,2013-12-20,57.5769
119835,2013-12-23,57.6786
119835,2013-12-24,57.6848
119835,2013-12-26,57.8897
119835,2013-12-27,58.0563
119835,2013-12-30,58.0109
119835,2013-12-31,58.0658
119835,2014-01-01,58.1405
119835,2014-01-02,57.4643
119835,2014-01-03,57.5231
119835,2014-01-06,57.461
119835,2014-01-07,57.4561
119835,2014-01-08,57.5301
119835,2014-01-09,57.373
119835,2014-01-10,57.3538
119835,2014-01-13,58.0698
119835,2014-01-14,57.9254
119835,2014-01-15,58.3192
119835,2014-01-16,58.3142
119835,2014-01-17,57.9012
119835,2014-01-20,58.2233
119835,2014-01-21,58.4797
119835,2014-01-22,58.7523
119835,2014-01-23,58.8338
119835,2014-01-24,58.0425
119835,2014-01-27,56.9431
119835,2014-01-28,56.8058
119835,2014-01-29,56.5876
119835,2014-01-30,56.0993
119835,2014-01-31,56.311
119835,2014-02-03,55.8438
119835,2014-02-04,55.8229
119835,2014-02-05,56.0347
119835,2014-02-06,55.9606
119835,2014-02-07,56.0425
119835,2014-02-10,55.9937
119835,2014-02-11,56.113
119835,2014-02-12,56.431
119835,2014-02-13,55.8907
119835,2014-02-14,56.1393
119835,2014-02-17,56.2444
119835,2014-02-18,56.6478
119835,2014-02-19,56.7947
119835,2014-02-20,56.5538
119835,2014-02-21,57.129
119835,2014-02-24,57.5989
119835,2014-02-25,57.7076
119835,2014-02-26,57.9641
119835,2014-02-28,58.2719
119835,2014-03-03,57.8944
119835,2014-03-04,58.2528
119835,2014-03-05,58.5842
119835,2014-03-06,59.074
119835,2014-03-07,59.832
119835,2014-03-10,59.9795
119835,2014-03-11,59.5856
119835,2014-03-12,59.7594
119835,2014-03-13,59.5686
119835,2014-03-14,59.5661
119835,2014-03-18,59.8262
119835,2014-03-19,60.0325
119835,2014-03-20,59.9941
119835,2014-03-21,60.2341
119835,2014-03-24,60.6999
119835,2014-03-25,60.8918
119835,2014-03-26,61.0535
119835,2014-03-27,61.4283
119835,2014-03-28,61.9968
119835,2014-03-31,62.3957
119835,2014-04-01,62.3647
119835,2014-04-02,62.9754
119835,2014-04-03,62.9164
119835,2014-04-04,62.564
119835,2014-04-07,62.3622
119835,2014-04-09,63.2147
119835,2014-04-10,63.0421
119835,2014-04-11,62.8447
119835,2014-04-15,62.6275
119835,2014-04-16,62.2933
119835,2014-04-17,63.1039
119835,2014-04-21,63.5011
119835,2014-04-22,63.6148
119835,2014-04-23,63.7855
119835,2014-04-25,63.5108
119835,2014-04-28,63.5158
119835,2014-04-29,63.1366
119835,2014-04-30,62.8888
119835,2014-05-02,62.887
119835,2014-05-05,62.7605
119835,2014-05-06,62.8734
119835,2014-05-07,62.6345
119835,2014-05-08,62.7773
119835,2014-05-09,64.1666
119835,2014-05-12,65.1095
119835,2014-05-13,65.8802
119835,2014-05-14,65.8718
119835,2014-05-15,65.7995
119835,2014-05-16,66.5227
119835,2014-05-19,67.1707
119835,2014-05-20,67.7105
119835,2014-05-21,67.9024
119835,2014-05-22,68.397
119835,2014-05-23,69.2738
119835,2014-05-26,68.9075
119835,2014-05-27,68.8965
119835,2014-05-28,69.4123
119835,2014-05-29,68.7235
119835,2014-05-30,68.3508
119835,2014-06-02,69.6674
119835,2014-06-03,69.9226
119835,2014-06-04,69.9539
119835,2014-06-05,70.5342
119835,2014-06-06,71.7868
119835,2014-06-09,72.4744
119835,2014-06-10,72.429
119835,2014-06-11,71.9968
119835,2014-06-12,72.623
119835,2014-06-13,71.4876
119835,2014-06-16,71.2928
119835,2014-06-17,72.377
119835,2014-06-18,71.8023
119835,2014-06-19,71.5669
119835,2014-06-20,71.3319
119835,2014-06-23,71.3361
119835,2014-06-24,71.8898
119835,2014-06-25,71.5856
119835,2014-06-26,71.4237
119835,2014-06-27,71.823
119835,2014-06-30,72.7666
119835,2014-07-01,73.3407
119835,2014-07-02,74.1448
119835,2014-07-03,74.1997
119835,2014-07-04,74.5998
119835,2014-07-07,74.7979
119835,2014-07-08,73.1372
119835,2014-07-09,72.535
119835,2014-07-10,72.498
119835,2014-07-11,71.5514
119835,2014-07-14,71.4543
119835,2014-07-15,72.6267
119835,2014-07-16,73.7858
119835,2014-07-17,73.9929
119835,2014-07-18,74.1217
119835,2014-07-21,74.2349
119835,2014-07-22,74.6486
119835,2014-07-23,74.6297
119835,2014-07-24,74.8199
119835,2014-07-25,74.0864
119835,2014-07-28,73.7775
119835,2014-07-30,74.0227
119835,2014-07-31,73.6867
119835,2014-08-01,72.9918
119835,2014-08-04,73.6587
119835,2014-08-05,73.9067
119835,2014-08-06,73.7017
119835,2014-08-07,73.8001
119835,2014-08-08,73.2312
119835,2014-08-11,73.7442
119835,2014-08-12,74.2763
119835,2014-08-13,74.2849
119835,2014-08-14,75.0169
119835,2014-08-18,76.0247
119835,2014-08-19,76.538
119835,2014-08-20,76.7414
119835,2014-08-21,77.2513
119835,2014-08-22,77.7697
119835,2014-08-25,77.6709
119835,2014-08-26,77.5275
119835,2014-08-27,78.016
119835,2014-08-28,78.0505
119835,2014-09-01,78.7524
119835,2014-09-02,79.1916
119835,2014-09-03,79.6393
119835,2014-09-04,79.5872
119835,2014-09-05,79.8325
119835,2014-09-08,80.4815
119835,2014-09-09,80.5236
119835,2014-09-10,80.1148
119835,2014-09-11,80.5922
119835,2014-09-12,80.8886
119835,2014-09-15,80.4785
119835,2014-09-16,78.4456
119835,2014-09-17,78.5036
119835,2014-09-18,80.0457
119835,2014-09-19,79.9626
119835,2014-09-22,80.4911
119835,2014-09-23,79.1772
119835,2014-09-24,78.7085
119835,2014-09-25,77.5651
119835,2014-09-26,78.3288
119835,2014-09-29,78.6531
119835,2014-09-30,78.829
119835,2014-10-01,78.662
119835,2014-10-07,77.9825
119835,2014-10-08,77.7472
119835,2014-10-09,78.5797
119835,2014-10-10,77.6693
119835,2014-10-13,78.0065
119835,2014-10-14,77.736
119835,2014-10-16,76.482
119835,2014-10-17,76.8429
119835,2014-10-20,77.6348
119835,2014-10-21,78.0405
119835,2014-10-22,78.891
119835,2014-10-27,79.1096
119835,2014-10-28,79.3236
119835,2014-10-29,79.8864
119835,2014-10-30,80.572
119835,2014-10-31,81.7783
119835,2014-11-03,81.8233
119835,2014-11-05,82.2247
119835,2014-11-07,82.7632
119835,2014-11-10,82.733
119835,2014-11-11,83.136
119835,2014-11-12,83.4333
119835,2014-11-13,83.3944
119835,2014-11-14,83.8234
119835,2014-11-17,84.4825
119835,2014-11-18,84.7025
119835,2014-11-19,84.4165
119835,2014-11-20,84.7207
119835,2014-11-21,85.3182
119835,2014-11-24,85.8401
119835,2014-11-25,84.6761
119835,2014-11-26,84.6895
119835,2014-11-27,84.7987
119835,2014-11-28,86.0853
119835,2014-12-01,86.3658
119835,2014-12-02,86.5184
119835,2014-12-03,87.5762
119835,2014-12-04,88.0116
119835,2014-12-05,87.6864
119835,2014-12-08,87.0841
119835,2014-12-09,86.0326
119835,2014-12-10,86.5623
119835,2014-12-11,86.1251
119835,2014-12-12,85.4071
119835,2014-12-15,84.9415
119835,2014-12-16,83.5583
119835,2014-12-17,82.9869
119835,2014-12-18,84.735
119835,2014-12-19,85.149
119835,2014-12-22,85.7159
119835,2014-12-23,85.2585
119835,2014-12-24,84.8468
119835,2014-12-26,85.0328
119835,2014-12-29,85.6973
119835,2014-12-30,85.8525
119835,2014-12-31,86.2208
119835,2015-01-01,86.6075
119835,2015-01-02,87.3602
119835,2015-01-05,87.3792
119835,2015-01-06,85.2824
119835,2015-01-07,85.3562
119835,2015-01-08,86.626
119835,2015-01-09,87.3259
119835,2015-01-12,87.8116
119835,2015-01-13,87.7729
119835,2015-01-14,87.6785
119835,2015-01-15,89.2002
119835,2015-01-16,89.4061
119835,2015-01-19,89.8535
119835,2015-01-20,90.7157
119835,2015-01-21,90.8339
119835,2015-01-22,91.0505
119835,2015-01-23,91.3838
119835,2015-01-27,92.7163
119835,2015-01-28,92.7692
119835,2015-01-29,93.2797
119835,2015-01-30,92.3853
119835,2015-02-02,92.6161
119835,2015-02-03,91.835
119835,2015-02-04,91.0616
119835,2015-02-05,90.9402
119835,2015-02-06,89.6693
119835,2015-02-09,88.5722
119835,2015-02-10,89.0356
119835,2015-02-11,90.181
119835,2015-02-12,91.2885
119835,2015-02-13,92.1151
119835,2015-02-16,91.9105
119835,2015-02-18,92.6098
119835,2015-02-19,93.0165
119835,2015-02-20,92.5351
119835,2015-02-23,91.4698
119835,2015-02-24,91.5485
119835,2015-02-25,91.3465
119835,2015-02-26,90.4777
119835,2015-02-27,91.8921
119835,2015-03-02,93.6959
119835,2015-03-03,94.1988
119835,2015-03-04,93.5017
119835,2015-03-05,93.9812
119835,2015-03-09,92.5584
119835,2015-03-10,92.4725
119835,2015-03-11,92.5005
119835,2015-03-12,93.0702
119835,2015-03-13,91.9144
119835,2015-03-16,91.892
119835,2015-03-17,92.4822
119835,2015-03-18,92.5833
119835,2015-03-19,92.1059
119835,2015-03-20,91.5219
119835,2015-03-23,90.7999
119835,2015-03-24,90.7695
119835,2015-03-25,90.2356
119835,2015-03-26,89.036
119835,2015-03-27,89.1679
119835,2015-03-30,90.8641
119835,2015-03-31,91.1338
119835,2015-04-01,91.9946
119835,2015-04-06,92.7198
119835,2015-04-07,92.8822
119835,2015-04-08,93.6249
119835,2015-04-09,93.8947
119835,2015-04-10,93.9185
119835,2015-04-13,94.2653
119835,2015-04-15,93.4896
119835,2015-04-16,92.9247
119835,2015-04-17,91.38
119835,2015-04-20,89.838
119835,2015-04-21,88.921
119835,2015-04-22,88.9306
119835,2015-04-23,88.8033
119835,2015-04-24,87.5588
119835,2015-04-27,85.9328
119835,2015-04-28,86.903
119835,2015-04-29,86.8325
119835,2015-04-30,86.5025
119835,2015-05-04,87.5182
119835,2015-05-05,87.5936
119835,2015-05-06,85.1843
119835,2015-05-07,84.1409
119835,2015-05-08,85.5387
119835,2015-05-11,86.8747
119835,2015-05-12,85.3104
119835,2015-05-13,86.1824
119835,2015-05-14,86.4712
119835,2015-05-15,87.0494
119835,2015-05-18,87.7973
119835,2015-05-19,87.7202
119835,2015-05-20,88.2206
119835,2015-05-21,88.5035
119835,2015-05-22,88.7241
119835,2015-05-25,88.0846
119835,2015-05-26,87.8388
119835,2015-05-27,87.4956
119835,2015-05-28,87.1844
119835,2015-05-29,88.4237
119835,2015-06-01,87.8932
119835,2015-06-02,86.0113
119835,2015-06-03,85.1404
119835,2015-06-04,85.2136
119835,2015-06-05,85.3885
119835,2015-06-08,84.5149
119835,2015-06-09,84.2758
119835,2015-06-10,85.2694
119835,2015-06-11,83.931
119835,2015-06-12,83.9068
119835,2015-06-15,84.1739
119835,2015-06-16,84.259
119835,2015-06-17,84.6649
119835,2015-06-18,85.7216
119835,2015-06-19,86.0564
119835,2015-06-22,87.1827
119835,2015-06-23,87.3133
119835,2015-06-24,87.1438
119835,2015-06-25,87.3846
119835,2015-06-26,87.6225
119835,2015-06-29,86.7751
119835,2015-06-30,87.7611
119835,2015-07-01,88.6036
119835,2015-07-02,88.8405
119835,2015-07-03,89.0147
119835,2015-07-06,89.3166
119835,2015-07-07,89.4663
119835,2015-07-08,88.3071
119835,2015-07-09,87.8916
119835,2015-07-10,88.3358
119835,2015-07-13,89.3435
119835,2015-07-14,89.3735
119835,2015-07-15,89.8727
119835,2015-07-16,90.6827
119835,2015-07-17,90.8575
119835,2015-07-20,91.1293
119835,2015-07-21,90.1207
119835,2015-07-22,90.9579
119835,2015-07-23,90.9701
119835,2015-07-24,90.437
119835,2015-07-27,89.1543
119835,2015-07-28,89.2175
119835,2015-07-29,89.7213
119835,2015-07-30,90.2428
119835,2015-07-31,91.6944
119835,2015-08-03,91.9177
119835,2015-08-04,92.4776
119835,2015-08-05,93.4576
119835,2015-08-06,93.5379
119835,2015-08-07,93.1259
119835,2015-08-10,92.7767
119835,2015-08-11,92.121
119835,2015-08-12,90.7016
119835,2015-08-13,90.7087
119835,2015-08-14,92.1674
119835,2015-08-17,92.1067
119835,2015-08-18,92.4315
119835,2015-08-19,92.8211
119835,2015-08-20,91.4446
119835,2015-08-21,90.6706
119835,2015-08-24,85.3948
119835,2015-08-25,85.8696
119835,2015-08-26,85.2164
119835,2015-08-27,86.9668
119835,2015-08-28,87.3225
119835,2015-08-31,87.0433
119835,2015-09-01,85.3597
119835,2015-09-02,84.8497
119835,2015-09-03,85.8157
119835,2015-09-04,84.4171
119835,2015-09-07,82.9826
119835,2015-09-08,83.6425
119835,2015-09-09,84.8836
119835,2015-09-10,84.9205
119835,2015-09-11,84.9345
119835,2015-09-14,85.613
119835,2015-09-15,85.2342
119835,2015-09-16,85.5452
119835,2015-09-18,86.6143
119835,2015-09-21,86.9082
119835,2015-09-22,85.5632
119835,2015-09-23,85.9754
119835,2015-09-24,86.2159
119835,2015-09-28,85.5186
119835,2015-09-29,85.976
119835,2015-09-30,86.8539
119835,2015-10-01,86.666
119835,2015-10-05,87.6694
119835,2015-10-06,87.7994
119835,2015-10-07,87.8906
119835,2015-10-08,87.5186
119835,2015-10-09,87.9084
119835,2015-10-12,87.5234
119835,2015-10-13,87.4556
119835,2015-10-14,87.2188
119835,2015-10-15,88.0779
119835,2015-10-16,88.4131
119835,2015-10-19,88.7401
119835,2015-10-20,89.2404
119835,2015-10-21,89.1548
119835,2015-10-23,89.5211
119835,2015-10-26,89.2286
119835,2015-10-27,89.3632
119835,2015-10-28,88.8449
119835,2015-10-29,88.1679
119835,2015-10-30,87.7835
119835,2015-11-02,87.6629
119835,2015-11-03,88.0429
119835,2015-11-04,88.1438
119835,2015-11-05,87.1346
119835,2015-11-06,87.0343
119835,2015-11-09,87.1818
119835,2015-11-10,85.9972
119835,2015-11-13,86.3489
119835,2015-11-16,86.3251
119835,2015-11-17,86.6445
119835,2015-11-18,85.8395
119835,2015-11-19,86.8274
119835,2015-11-20,86.9932
119835,2015-11-23,86.9721
119835,2015-11-24,86.7228
119835,2015-11-26,86.897
119835,2015-11-27,87.692
119835,2015-11-30,87.532
119835,2015-12-01,87.6306
119835,2015-12-02,87.2829
119835,2015-12-03,86.8117
119835,2015-12-04,86.3558
119835,2015-12-07,86.1108
119835,2015-12-08,85.5891
119835,2015-12-09,84.4953
119835,2015-12-10,84.9346
119835,2015-12-11,84.3346
119835,2015-12-14,84.6392
119835,2015-12-15,85.1927
119835,2015-12-16,85.5327
119835,2015-12-17,86.1833
119835,2015-12-18,85.5675
119835,2015-12-21,86.0773
119835,2015-12-22,85.6029
119835,2015-12-23,86.2696
119835,2015-12-24,86.2823
119835,2015-12-28,87.0167
119835,2015-12-29,86.8151
119835,2015-12-30,86.4361
119835,2015-12-31,86.7098
119835,2016-01-01,87.2395
119835,2016-01-04,85.7108
119835,2016-01-05,85.5322
119835,2016-01-06,85.3561
119835,2016-01-07,83.6159
119835,2016-01-08,84.0409
119835,2016-01-11,83.6161
119835,2016-01-12,82.8004
119835,2016-01-13,83.0502
119835,2016-01-14,82.7383
119835,2016-01-15,81.7657
119835,2016-01-18,80.1613
119835,2016-01-19,81.1404
119835,2016-01-20,79.6616
119835,2016-01-21,79.8396
119835,2016-01-22,81.3848
119835,2016-01-25,81.4886
119835,2016-01-27,81.3291
119835,2016-01-28,81.0279
119835,2016-01-29,82.2148
119835,2016-02-01,82.2084
119835,2016-02-02,81.4142
119835,2016-02-03,80.2789
119835,2016-02-04,80.6524
119835,2016-02-05,81.4938
119835,2016-02-08,81.2591
119835,2016-02-09,79.8122
119835,2016-02-10,78.8719
119835,2016-02-11,76.5555
119835,2016-02-12,76.282
119835,2016-02-15,78.1103
119835,2016-02-16,76.855
119835,2016-02-17,77.5229
119835,2016-02-18,78.1998
119835,2016-02-19,78.317
119835,2016-02-22,78.5843
119835,2016-02-23,77.3205
119835,2016-02-24,76.5395
119835,2016-02-25,75.9121
119835,2016-02-26,76.5287
119835,2016-02-29,76.3666
119835,2016-03-01,78.3109
119835,2016-03-02,80.1003
119835,2016-03-03,80.9806
119835,2016-03-04,81.4458
119835,2016-03-08,81.3555
119835,2016-03-09,81.6284
119835,2016-03-10,81.0987
119835,2016-03-11,81.2425
119835,2016-03-14,81.505
119835,2016-03-15,81.1886
119835,2016-03-16,81.3468
119835,2016-03-17,81.8622
119835,2016-03-18,82.9037
119835,2016-03-21,83.8155
119835,2016-03-22,83.9646
119835,2016-03-23,84.1881
119835,2016-03-28,83.4163
119835,2016-03-29,83.6932
119835,2016-03-30,85.0499
119835,2016-03-31,85.2489
119835,2016-04-01,84.7989
119835,2016-04-04,85.2251
119835,2016-04-05,83.6135
119835,2016-04-06,83.4966
119835,2016-04-07,82.9964
119835,2016-04-08,82.942
119835,2016-04-11,84.1388
119835,2016-04-12,84.3074
119835,2016-04-13,85.2044
119835,2016-04-18,85.7215
119835,2016-04-20,86.0048
119835,2016-04-21,86.1096
119835,2016-04-22,86.2176
119835,2016-04-25,86.0245
119835,2016-04-26,87.2039
119835,2016-04-27,87.2075
119835,2016-04-28,86.1522
119835,2016-04-29,86.3413
119835,2016-05-02,86.0447
119835,2016-05-03,85.2423
119835,2016-05-04,84.5179
119835,2016-05-05,84.4822
119835,2016-05-06,84.2297
119835,2016-05-09,85.5689
119835,2016-05-10,85.7875
119835,2016-05-11,85.6274
119835,2016-05-12,86.3785
119835,2016-05-13,85.9128
119835,2016-05-16,85.7704
119835,2016-05-17,86.053
119835,2016-05-18,85.7149
119835,2016-05-19,85.1412
119835,2016-05-20,84.949
119835,2016-05-23,84.5468
119835,2016-05-24,84.4792
119835,2016-05-25,86.004
119835,2016-05-26,86.9974
119835,2016-05-27,88.4511
119835,2016-05-30,89.1277
119835,2016-05-31,89.3247
119835,2016-06-01,89.3598
119835,2016-06-02,90.073
119835,2016-06-03,90.5799
119835,2016-06-06,90.3272
119835,2016-06-07,90.8346
119835,2016-06-08,90.6135
119835,2016-06-09,90.1959
119835,2016-06-10,89.7983
119835,2016-06-13,89.4279
119835,2016-06-14,89.5105
119835,2016-06-15,90.4306
119835,2016-06-16,89.9898
119835,2016-06-17,90.1446
119835,2016-06-20,90.472
119835,2016-06-21,90.1938
119835,2016-06-22,90.153
119835,2016-06-23,90.8142
119835,2016-06-24,89.4472
119835,2016-06-27,89.4794
119835,2016-06-28,89.9384
119835,2016-06-29,90.8046
119835,2016-06-30,91.4313
119835,2016-07-01,91.7286
119835,2016-07-04,92.6859
119835,2016-07-05,92.4994
119835,2016-07-07,92.1961
119835,2016-07-08,91.9673
119835,2016-07-11,93.3848
119835,2016-07-12,93.4806
119835,2016-07-13,93.0422
119835,2016-07-14,93.5609
119835,2016-07-15,92.8746
119835,2016-07-18,92.9984
119835,2016-07-19,93.1061
119835,2016-07-20,93.7528
119835,2016-07-21,93.3058
119835,2016-07-22,93.8726
119835,2016-07-25,94.6922
119835,2016-07-26,94.642
119835,2016-07-27,95.0505
119835,2016-07-28,95.5669
119835,2016-07-29,95.9065
119835,2016-08-01,95.9762
119835,2016-08-02,95.3355
119835,2016-08-03,94.0552
119835,2016-08-04,93.8408
119835,2016-08-05,95.3502
119835,2016-08-08,96.2865
119835,2016-08-09,96.3246
119835,2016-08-10,95.4488
119835,2016-08-11,95.4727
119835,2016-08-12,96.014
119835,2016-08-16,96.5728
119835,2016-08-17,96.5961
119835,2016-08-18,97.393
119835,2016-08-19,97.847
119835,2016-08-22,97.5029
119835,2016-08-23,97.3767
119835,2016-08-24,97.9044
119835,2016-08-25,97.4971
119835,2016-08-26,97.3725
119835,2016-08-29,97.4513
119835,2016-08-30,98.2058
119835,2016-08-31,98.738
119835,2016-09-01,98.3898
119835,2016-09-02,98.7315
119835,2016-09-06,100.1074
119835,2016-09-07,100.1432
119835,2016-09-08,100.4329
119835,2016-09-09,99.7941
119835,2016-09-12,97.8791
119835,2016-09-14,98.4225
119835,2016-09-15,98.4912
119835,2016-09-16,99.0591
119835,2016-09-19,99.3755
119835,2016-09-20,98.8202
119835,2016-09-21,98.835
119835,2016-09-22,100.1813
119835,2016-09-23,99.6665
119835,2016-09-26,99.0776
119835,2016-09-27,98.8111
119835,2016-09-28,99.1217
119835,2016-09-29,96.5297
119835,2016-09-30,97.4432
119835,2016-10-03,99.3243
119835,2016-10-04,99.8571
119835,2016-10-05,99.997
119835,2016-10-06,99.3951
119835,2016-10-07,99.5265
119835,2016-10-10,99.4427
119835,2016-10-13,97.8589
119835,2016-10-14,98.3893
119835,2016-10-17,97.7249
119835,2016-10-18,99.3331
119835,2016-10-19,99.2386
119835,2016-10-20,99.6695
119835,2016-10-21,100.2148
119835,2016-10-24,100.1752
119835,2016-10-25,100.6497
119835,2016-10-26,99.6072
119835,2016-10-27,99.2123
119835,2016-10-28,99.7853
119835,2016-11-01,99.8285
